,Notice Posted On,Company Name,Eligibility,Job Description & Application Link,Recruitment Type,Company  Reqirements
,04.05.2019,BosLeo,"BE/ME
CO
IT",http://bit.ly/BosLeo,On Campus,"Android , iOS , PHP, Java, Web Designing, System Administrator (Linux, Python)"
,04.05.2019,iRoid,"BE/ME
CO
IT
MCA",http://bit.ly/iRoidLTD,On Campus,"Web app developers (node.js, php, angular.js, etc)
 Android app developers
iPhone app developers
Blockchain developer
React Native developer"
,02.05.2019,Tavisca,"CO
IT
",http://bit.ly/Tavisca,"On Campus
Through MyAnatomy","C, JAVA, C#, PYTHON, PERL, RUBY,OOPs, Data Structures and Advance DS,SDLC & Database."
,02.05.2019,Infosys: InfyTQ,ALL,http://bit.ly/InfosysInfyTQ,On Campus,-
,01.05.2019,WebConnect Pvt Ltd,"BE/ME
CO
IT
MCA",http://bit.ly/WebConnectPL,On Campus,-
,30.04.2019,L & T Power Training Institute,"EC
EL
Civil
MECH",https://forms.gle/zV6zy6wcp6UHWhSz8,On Campus,-
,30.04.2019,ITM Skills Academy,Any,http://bit.ly/ITMSkills,On Campus,-
,29.04.2019,Yokogawa India Ltd.,"BE/ME
EC
IC",http://bit.ly/YokogawaIndia,On Campus,BE /B tech Electronic & Instrumentation 
,29.04.2019,AXIS ENGINEERING,"BE/ME
EC
IC
EL",http://bit.ly/AXISENGINEERING,"On Campus
Through GTU Placement Cell
","Technical support Engineer, Sales Engineer ,AutoCAD Engineer, Design Engineer, Project Engineer, Product Engineer, Fabrication Engineer, Production Engineer, Quality Control Engineer. Research & Development Engineer "
,29.04.2019,WhiteOrange software,"BE/ME
CO
IT
MCA",http://bit.ly/WhiteOrange,On Campus,"PHP
ANDROID
IOS
GRAPHIC DESIGNER
Web designer (HTML/CSS)"
,26.04.2019,KA Group of Companies,"BE/ME
CO
IT
MCA",http://bit.ly/kagroupcompany,On Campus,"C SQL, JavaScript/DHTML, HTML-CSS, AJAX, jQuery, Web Services, .NET technologies including, ASP.NET, MVC, Entity Framework"
,25.04.2019,Amazon Development Centre (India) Pvt. Ltd.,"BE/ME
CO
IT",http://bit.ly/AmazonDevelopment,"On Campus
Through Co-cube","Software Development Engineer,Algorithms, Data Structures, Object Oriented Design, Databases,C/C++/Java in a Linux environment."
,25.04.2019,E Clinical Works,"BE/ME
CO
IT
MCA",http://bit.ly/EClinicalWorks,"Pooled Campus
SAL College, Ahmedabad",-
,25.04.2019,Tech Mahindra,"BE/ME
CO
IT
EC
MCA
Others",http://bit.ly/scetTechMahindra,"Pooled Campus
Through Enggwave",-
,24.04.2019,InfyOm Technologies,"BE/ME
CO
IT
MCA",http://bit.ly/InfyOm,On Campus,"MySQL, MongoDB, SQLite, UI,Android SDK
Understanding of XML and Layouts
Android Studio
APIs
Database
Material Design
"
,24.04.2019,TheCodeCrafters,"BE/ME
CO
IT
MCA",http://bit.ly/TheCodeCrafters,On Campus,Mobile Application Developer(React Native)
,24.04.2019,REAGHAN FASHIONS PVT. LTD,TT,http://bit.ly/REAGHAN,On Campus,-
,22.04.2019,Tini education,ALL,http://bit.ly/Tinieducation,On Campus,-
,22.04.2019,Teleperformance,Any,http://bit.ly/scetTeleperformance,On Campus,-
,22.04.2019,Collabera Services Pvt Ltd,ALL,http://bit.ly/Collaberaservice,On Campus,-
,22.04.2019,Uffizion India Software Consultants Pvt. Ltd,"BE/ME
CO
IT
MCA",http://bit.ly/Uffizion,On Campus,"Java, JavaScriptP Servlet & basic knowledge of JQuery & Java script & Restful Web services.Swift-4, MK-MAPKIT, Core Data, Third party library integration.Bootstrap,Angular, HTML 5.0, CSS-SASS LESS"
,18.04.2019,Paul Shantanu Engineering,EL,http://bit.ly/PaulShantanu,On Campus,Electrical or Mechanical
,17.04.2019,NITREX INDIA PVT LTD,CH,http://bit.ly/SCETNITREX,"Pooled Campus
Pacfic College",-
,16.04.2019,Topper,ALL,http://bit.ly/scettopper,On Campus,-
,16.04.2019,Taxosmart Technology,"BE/ME
CO
IT
MCA",http://bit.ly/Taxosmart,On Campus,"object-oriented programming language,SaaS, PaaS, IaaS tools with hands-on experience with public cloud offerings (AWS, GAE, Azure),JAVA,SPRING MVC , JDBC, HIBERNATE,  ANGULARJavaScript, RESTful Webservice,Cyber Security and Hacking,Machine Learning."
,15.04.2019,Global Manager Group,ALL,http://bit.ly/GlobalManager,"On Campus
Through GTU Placement Cell
",-
,13.04.2019,Gujarat Elections 2019,ALL, https://forms.gle/fq34GixkFmtjFQiV8,,-
,12.04.2019,Kmphasis Infotech,"BE/ME
CO
IT
MCA
B.sc. (CS)
M.Sc. (CA)
Other",http://bit.ly/Kmphasis,On Campus,"Android Application Developer, iOS Application Developer,  Unity Game Developer, Game Designer, PHP developer, Unity Game Developer, Front-end Designer"
,11.04.2019,ICTI Research Associate,ALL,http://bit.ly/SCETICTI,On Campus,-
,11.04.2019,Just Dial,ALL,http://bit.ly/CTPCJustDial,On Campus,-
,11.04.2019,Bharja Technologies,"BE/ME
CO
IT
MCA
Other",http://bit.ly/Bharja,On Campus,"Android SDK, Swift, Objective C, Java, REST, OOP, PHP, Python"
,11.04.2019,Cognizant,"BE/ME
CO
IT
EC
EL
IC",http://bit.ly/scetCognizant,"Pooled Campus
Parul University",-
,10.4.2019,HoduSoft,"BE/ME
CO
IT
MCA
EC",http://bit.ly/scetHoduSoft,"On Campus
Waking",-
,09.04.2019,Jay Prakash Traders,ALL,http://bit.ly/scetJayPrakash,On Campus,-
,08.04.2019,Akoni Software,"BE/ME
CO
IT
MCA",http://bit.ly/SCETAkoniSoftware,On Campus ," React.js ,ECMAScript ,RESTful APIs,JavaScript, including DOM manipulation and the JavaScript object model ,JavaScriptON Web Token"
,08.04.2019,Kothari Infotech P. Ltd.,"BE/ME
EC
EL
TT
BBA",http://bit.ly/ctpckothariinfotech,On Campus,-
,05.04.2019,Varni IT Solutions,"BE/ME
CO
IT
MCA",http://bit.ly/scetVarni,On Campus,"iOS Developer 
2) MySQL, MongoDB, SQLite, UI
3) Php Developer
4) UI Designer"
,05.04.2019,JACK SOLUTIONS,"BE/ME
CO
IT
MCA",http://bit.ly/JACKSOLUTIONS,On Campus,"1. React Native Developer,  (On Urgent basics)
2. Mean Stack Developer (AngularJs, NodeJs, Express, MongoDB), 
3. IONIC Developer
HTML5/CSS3/jQuery, Object Oriented Programming knowledge, strong Javascript knowledge, (optional knowledge of Mongodb, Angularjs, Express, Nodejs "
,04.04.2019,Blueinfy Solutions,"BE/ME
CO
IT
MCA",http://bit.ly/scetBlueinfy,On Campus,"networking and HTTP protocol,Knowledge of programming language and web technologies"
,04.04.2019,CINIF Technologies,"BE/ME
EC
CO
EL
IT
Civil",http://bit.ly/scetCINIF,On Campus,-
,03.04.2019,Force Motors Ltd,"ALL
BBA
MBA",http://bit.ly/Forceinternship,On Campus,-
,03.04.2019,India Infoline Finance Ltd,ALL,http://bit.ly/SESCTPCIIFL,"On Campus
Through Firstnaukri",-
,02.04.2019,Eckovation,ALL,http://bit.ly/Eckovationscet,On Campus,"HTML/CSS. JavaScript. HTML/CSS. JavaScript. frameworks. Backend technologies. Databases and web storage.. Git/GitHub. HTTP and REST.       
"
,01.04.2019,MRF - Dahej Plant,"BSc
B.Com
BA",https://goo.gl/YRZc4V,On Campus,-
,01.04.2019,Sahajanand Laser Technology Limited,ALL,https://goo.gl/bX1Qnd,On Campus,-
,01.04.2019,SellerHelp,ALL,https://goo.gl/cfTpvq,On Campus,-
,29.03.2019,STPL,"BE/ME
EL",https://goo.gl/LFQ4xm,On Campus,B.E Electrical
,28.03.2019,MVIX India,"BE/ME
CO
IT
MCA",https://goo.gl/HkhFEK,On Campus,"For JAVA Developer 
For Software Tester 
For Developer PHP "
,26.03.2019,Mitr Learning and Media Pvt. Ltd,"BE/ME
CO
IT
MCA",https://goo.gl/Yrxktx,"On Campus
Through Firstnaukri",-
,26.03.2019,Internshala - Marketing Ninja Challenge,ALL,https://goo.gl/x6Aoaj,On Campus,-
,26.03.2019,TCS- EnQuode 2019,ALL,https://goo.gl/cJFCzH,On Campus,-
,26.03.2019,Evosys,"BE/ME
CO
IT
MCA",https://goo.gl/Z7EeER,"On Campus
Through GTU ITAP Cell",-
,25.03.2019,Salesforce Consultant,"BE/ME
CO
IT
MCA",https://goo.gl/KJxRSP,On Campus,"Webservices API's REST or SOAP methods,authentication, authorization, encryption), SSL, web service proxies, SAML 2.0, OpenId Connect, OAuth 2.0),JavaScript, jQuery, HTML5, CSS3, SASS, Angular 2.0+, JavaScriptON, REST, NPM , Java, J2EE, C#, PHP (Anyone) and.Net/Java platforms    "
,22.03.2019,Canon India Pvt. Ltd,"BE/ME
EC
EL",https://goo.gl/UbNmqe,"Pooled Campus
Marwadi University",-
,22.03.2019,Indian Navy,ALL,https://goo.gl/ZBx2Kt,On campus,-
,22.03.2019,Webonise Lab,"BE/ME
CO
IT
MCA",https://goo.gl/dMqcgo,On Campus,"problem/logical thinking, C & CPP and good with Data structure and algorithm,OOPs & Database,Javascript, Payment gateway & API"
,22.03.2019,eTeam’s,"BE/ME
CO
IT
MCA",https://goo.gl/1bZ2Jm,On Campus,-
,19.03.2019,Vasudev Power Pvt. Ltd,EL,https://goo.gl/EDN6aK,On Campus,Electrical
,19.03.2019,SCET- GATE Score,ALL,https://goo.gl/zw1Fer,,-
,19.03.2019,Nishi Automation,"BE/ME
EC
IC
EL",https://goo.gl/zxpsyC,On Campus,-
,18.03.2019,Ideastycoon Manpower Solutions,"CH
CO
IT
MCA",https://goo.gl/CGTiGT,On Campus,"Web Designer, Content Writer, Graphic Design, Counselor, Telecaller, Receptionist, EA, Junior Accountant.Admin,Graphic Desiner and Sketch Artist , Social Media Executive."
,15.03.2019,RCK Enterprise Pvt. Ltd.,"BE/ME
CO
IT
MCA",https://goo.gl/LhXzQj,On Campus,"Web Developer,avaScript, HTML, HTML5, CSS3, JQuery, PHP,
Ajax.PHP programming,database structure, design optimization, and maintenance in MySQL, UI/UX skills"
,15.03.2019,vTech Solution,"BBA
MBA
B.Sc. (CS)
M.Sc.(CA)
CO IT MCA",https://goo.gl/xXNcEy,On Campus,-
,15.03.2019,Tri-Force Consulting Services Pvt. Ltd,"BE/ME
CO
IT
MCA",https://goo.gl/96Kkqe,On Campus,-
,13.03.2019,SPACE,Science/ B.Sc/M.Sc/B.Tech/B.E,https://goo.gl/Nn86F2,On Campus,-
,13.03.2019,Meher International,TT,https://goo.gl/qYp2bw,On Campus,-
,12.03.2019,Octopus Medical Technologies Pvt Ltd,"BE/ME
EC
IC",https://goo.gl/9HMkBH,On Campus,-
,12.03.2019,Siya Soft,"BE/ME
CO
IT
MCA",https://goo.gl/61jeJ6,On Campus,"PHP, JavaScript, MySQL and AJAX, Laravel frame work, cloud platform, Cloud messaging."
,12.03.2019,Software Technology Parks of India,EC,https://goo.gl/c9acHS,On Campus,-
,12.03.2019,Tech Gigs,"CO
IT
MCA",https://goo.gl/pqagkw,On Campus,"PHP back-end development,HTML5, CSS3, JavaScript, jQuery,JavaScriptON, XML"
,12.03.2019,TCS Digital Content,"BA
MA
(MTB Arts)",https://goo.gl/Xe76WR,On Campus,-
,08.03.2019,MRF,TT,https://goo.gl/p8Px2F,On Campus, B. Tech Textile engineering
,08.03.2019,binary brew,"BE/ME
CO
IT
MCA",https://goo.gl/BTQhqe,On Campus,"Front end Engineer 
 Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation
Data Engineer"
,07.03.2019,Gujarat Alkalies & Chemicals Ltd.,"Enviro
IC",https://goo.gl/CoJcmq,On Campus,"Enviromental ,Instument and Control"
,07.03.2019,AppItSimple Infotek Pvt Ltd,ALL,https://goo.gl/XrGyCs,On Campus,-
,07.03.2019,ScaleTech,"BE/ME
CO
IT
MCA",https://goo.gl/jNop3f,On Campus,-
,06.03.2019,HCL Technologies Limited,"BE/ME
CO
IT
EC
EL
IC",https://goo.gl/ugH8ok,"Pooled Campus
IITRAM Ahmedabad",C/ Java/ Data Structures/ OS
,06.03.2019,"FNAT 2020
First Naukri","ME 
ALL",https://goo.gl/Y6ShjR,"On Campus
First Naukri",-
,05.03.2019,AMEX,ALL,https://goo.gl/k9yemG,On Campus,-
,02.03.2019,TCS- EngiNx 2019,ALL,https://goo.gl/NfBn2R,On Campus,-
,02.03.2019,Fusion Technologies,ALL,https://goo.gl/Sr7kU9,On Campus,-
,02.03.2019,Amdocs HackFest’19,ALL,https://goo.gl/DK1yTm,On Campus,-
,01.03.2019,Westline Ship Management Pvt Ltd,ALL,https://goo.gl/smuJ8p,On Campus,-
,01.03.2019,Jaro Education,ALL,https://goo.gl/UYfaYT,On Campus,-
,01.03.2019,Tecocraft Infusion Pvt Ltd,"BE/ME
CO
IT
MCA",https://goo.gl/4FsQEP,On Campus,"MySQL, MongoDB, SQLite, UI,IOS developer,PHP developer"
,01.03.2019,ExcelaCom Technologies Pvt Ltd,"BE/ME
CO
IT
MCA",https://goo.gl/KKpD78,"Pooled Campus
Through Firstnaukri","Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation"
,01.03.2019,Unikwork,"BE/ME
CO
IT
MCA
MBA",https://goo.gl/jZQZ9j,On Campus,"MySQL, MongoDB, SQLite, UI,IOS developer,PHP developer,C ,C++
Database: SQLite,Java,MySQL"
,01.03.2019,Browseinfo.,"BE/ME
CO
IT",https://goo.gl/HKMtVu,"On Campus
Through GTU ITAP Cell",Python
,28.02.2019,"Brighten Solutions,","BE/ME
CO
IT
MCA",https://goo.gl/DD6qYb,On Campus,"MySQL, MongoDB, SQLite, UI,PHP developer"
,28.02.2019,"XcelTec Interactive Private Limited,","BE/ME
CO
IT
MCA",https://goo.gl/Lrgwz4  ,On Campus,"Mean Stack Developers
Ajax, jQuery, and MySQL,APIs, Unix/Linux, and MVC Framework Architecture,JavaScript, CSS, and HTML.s
DotNet Developer
Mobile App Developer
swift,Xcode,UI/UXs
MySQL, MongoDB, SQLite, UIs
Hybrid Application Developers
Angular6 Developer
NodeJs Developers"
,28.02.2019,"Shrirang Sales Corporation, Surat","BE/ME
EC
EL
IC",https://goo.gl/oRsCeY,On Campus,-
,27.02.2019,LiveHealth Pune,"BE/ME
CO
IT
MCA",https://goo.gl/8q1niw,On Campus ,"Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation"
,27.02.2019,Key Concepts,ALL,https://goo.gl/44Dnuf,On Campus,"Graphic Designer
* Web Designer
* SMO Executive
*.NET Developer
* MVC Developer
* Angular Developer
* TelleCaller (Support Executive/ English is mandatory)
* Front Desk Executive"
,27.02.2019,Azista Industries Private Limited,"BE/ME
CO
EC
MCA",https://goo.gl/czZvHb,"On Campus
Through GTU ITAP Cell",-
,26.02.2019,Nouveau Lab,"BE/ME
CO
IT
EC",https://goo.gl/yMqhUJ,"Pooled Campus
Freshers world","Artificial Intelligence & Multimedia Analytics (Areas of Work: Voice, Text, Video, Image Analytics, Natural Language Processing, Machine Learning, Artificial Intelligence, Computer Vision,Automation and Robotics (Areas of Work: Python, Selenium, Numerically Controlled Systems, Microprocessors, Integrated systems, and Logic,Web Applications & Infrastructure (Areas of Work: GoLang, JavaScript, HTML5/CSS, Ajax, Java/JavaScriptP"
,26.02.2019,Econstruct Design and Build Pvt Ltd,"BE/ME
Civil
TCP
Structure",https://goo.gl/qxX9Y6,On Campus, Civil / Structural Engineers
,25.02.2019,Ideastycoon,"BE/ME
CO
IT
MCA
",https://goo.gl/Kj2BHh,On Campus,".Net Developer,C# developer"
,25.02.2019,SSM InfoTech Solutions Pvt. Ltd,"BE/ME
CO
IT
MCA
",https://goo.gl/qjVDoP,On Campus,.Net/SQL
,21.02.2019,LG Electronics,"B.sc
BCA",https://goo.gl/TjjVEJ,On Campus,-
,21.02.2019,Ganpat Univeristy,"BE/ME
CO
Civil
EL
CH
MCA",https://goo.gl/Yvnj6S,On Campus,-
,20.02.2019,"Prafful Overseas Pvt. Ltd.,",IC,https://goo.gl/3pSANi,On Campus,Instrumentation and Control
,20.02.2019,Tata Power Skill Development Institute Mundra,"EL
MECH",https://goo.gl/P8ErCc,On Campus,-
,20.02.2019,GTU- Integrated Training & Placement Cell,ALL,https://goo.gl/eko58b,On Campus,-
,20.02.2019,Hitachi Home & Life Solutions India Limited.,"BE/ME
EC
EL
CO
IT",https://goo.gl/dTEKde,On Campus,-
,19.02.2019,Scanpoint Geomatics Ltd,"CO
IT
MCA",https://goo.gl/qbiv7U,"On Campus
Through GTU ITAP Cell","Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation,C++, Objective C & OOPS Concept,Data Structure,software development life cycle "
,19.02.2019,TCS iON Qualifier Test,ALL,https://goo.gl/dukxQe,On Campus,-
,19.02.2019,KPIT,EL,https://goo.gl/eHBC6f,Pooled Campus,Mechanical and Electrical
,18.02.2019,Swiftonne Logistics Solutions Pvt. Ltd.,ALL,https://goo.gl/Jj2a2Y,On Campus,-
,18.02.2019,3Sixty,"BE/ME
CO
IT
MCA
Bsc- CS
MSc-CS",https://goo.gl/g2KFS4,On Campus,"Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation"
,18.02.2019,Mindtree,"BE/ME
CO
IT
MCA
EC
EL
IC",https://goo.gl/vzXiKL,"Pooled Campus
Through Aspering Mind","Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation"
,16.02.2019,EnactOn Technologies,"BE/ME
CO
IT
MCA",https://goo.gl/9xDzEB,On Campus,"PHP Laravel Developers
WordPress Developers
React Native Developers
UI / UX Designer & Developers"
,13.02.2019,Planet X Technologies,"BE/ME
CO
IT
MCA",https://goo.gl/3YjEKd,On Campus,"HTML 5, CSS 3, jQuery , PHP"
,12.02.2019,Logic Matter,"BE/ME
CO
IT
EC",https://goo.gl/y6mBmB,"Pooled Campus
Throug Costuco"," SQL Programmer, MySQL/MS-SQL"
,12.02.2019,Techno Endeavours,"BE/ME
CO
IT
MCA",https://goo.gl/U9F6VN,"Pooled Campus
Throug Costuco","Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation (Angular)"
,12.02.2019,MAQ Software,"BE/ME
CO
IT
MCA",https://goo.gl/ukUbSW,"Pooled Campus
Throug Costuco","Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,CommuincationMicrosoft SQL Server, SQL Server BI tools, Power BI, Microsoft Azure,SharePoint Online, and C#"
,12.02.2019,Intellicrats,"BE/ME
Civil",https://goo.gl/rLZb5B,"Pooled Campus
Throug Costuco", CAD Engineer
,12.02.2019,Vasudhaika,"BE/ME
ALL
",https://goo.gl/7y5LPf,"Pooled Campus
Throug Costuco",Software Design Engineer
,11.02.2019,GFGNL,"BE/ME
EC
EL
IC
MBA",https://goo.gl/s3LhK9,On Campus,-
,11.02.2019,Ides Global Ltd.,"BE/ME
Civil",https://goo.gl/WqMhMT,On Campus,"Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation (Civil)"
,08.02.2019,Optimumbrew Technology,"BE/ME
CO
IT
MCA",https://goo.gl/AzqHSj,On Campus,"MySQL, MongoDB, SQLite, UI
swift,Xcode,UI/UX,Graphic Designer,Digital Marketing Executive / SEO."
,08.02.2019,Carreer in Gem & Jewellery,ALL,https://goo.gl/tt1kZQ,On Campus,-
,02.02.2019,Paramount Looms,"MBA
BBA",https://goo.gl/D9ZhPU,On Campus,-
,01.02.2019,Larsen & Toubro Limited,"BE/ME
CO
IT
MCA
BSc
MSc",https://goo.gl/H3D4ze,On Campus,-
,31.01.2019,Internshala Student Partner,ALL,https://goo.gl/hwRFqM,On Campus,-
,31.01.2019,Axelor Technologies,"BE/ME
CO
IT
MCA
B.Sc.-CS
M.Sc- CS
EC",https://goo.gl/383ipi,On Campus,"Java Technologies and Object Oriented Programming. "
,31.01.2019,Everestek Technosoft Solution,"BE/ME
CO
IT
MCA
BCA",https://goo.gl/DdsNkw,On Campus,"HTML5 ,CSS3, Javascript, Core & Advanced JAVA ,MySQL (Any database)"
,28.01.2019,Amazon,ALL,https://goo.gl/BMZS7Z,"Pooled Campus
SAL College, Ahmedabad",-
,28.01.2019,Fountainhead school.,ALL,https://goo.gl/aWd7cu,On Campus,-
,25.01.2019,divyabhaskar,ALL,https://goo.gl/qb7a4K,On Campus,-
,24.01.2019,Gujarat Chemical Port Terminal Company Ltd,"CH
EL
IC",https://goo.gl/PqXb7N,On Campus,Electrical Engineering
,24.01.2019,Reliance Jio,ALL,https://goo.gl/C1Bpqj,Off Campus Drive,-
,23.01.2019,Shriram Transport Finance Company Ltd.,"BE/ME
All
MBA",https://goo.gl/tVGtFS,"Pooled Campus
MSCET",-
,23.01.2019,VANtage Systech,"BE/ME
CO
IT 
MCA",https://goo.gl/Fs3ULn,On Campus,"Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation"
,23.01.2019,Liberty Embro Exim Pvt Ltd,TT,https://goo.gl/WjDv2M,On Campus,-
,21.01.2019,IT JOBFAIR,"BE/ME
CO
IT
MCA
",https://goo.gl/TkNxUq,On Campus,-
,19.01.2019,PEaaS Software LLP.,"CO
IT
MCA",https://goo.gl/6RqcYY,On Campus," Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation,Java, Angular, React"
,15.01.2019,Tatvic,"BE/ME
CO
IT
MCA",https://goo.gl/Q5e6Hs,On Campus,-
,11.01.2019,HDFC,"Civil
Architecture",https://goo.gl/HUQBdt,On Campus," BE- Civil Engineering,Technical"
,11.01.2019,THE FIRM,Architecture,https://goo.gl/1Lp8Jj,On Campus,"Autodesk REVIT
Sketch Up
Auto Cad
Photoshop
Illustrator
InDesign
Word
Excel
Powerpoint
Outlook."
,10.01.2019,GTU,Any,https://goo.gl/4aeyGp,On Campus,-
,09.01.2019,Mphasis,"BE
CO
IT
EL
EC
MCA",https://goo.gl/U8C8M8,"Pooled Campus
Marwadi University","Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation"
,09.01.2019,Macleods Pharma,CH,https://goo.gl/uLFDD8,On Campus,-
,07.01.19,ELEGROW TECHNOLOGY,EL,https://goo.gl/TDjDnq,On Campus,Engineering Design Engineer
,05.01.19,Samsung,"BE/ME
CO
IT
MCA",https://goo.gl/Afqo8f,On Campus,"Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation (Whitebox Test Engineer)"
,03.01.19,Inferno Yo,"BE/ME
CO
IT
MCA
Other",https://goo.gl/rrhLNc,On Campus,"Web Developer

- Graphic Designer"
,01.01.19,Promact Infotech Pvt Ltd,"BE/ME
CO
IT
MCA",https://goo.gl/JXnbdr,On Campus,.Net Developer
,01.01.19,Pronix Technologies Pvt Ltd,"BE/ME
CO
IT
MCA
B.Sc.
M.Sc.",https://goo.gl/ecTYey,On Campus,"Back End Developer: (.Net, .Net Core, Angular),Ajax, jQuery, and MySQL,APIs, Unix/Linux, and MVC Framework Architecture,JavaScript, CSS, and HTML.: (Drupal, Wordpress, Magento),Front End Developer: (HTML, CSS, JavaScript),JavaScript Developer"
,28.12.18,BosLeo Technology,"BE/ME
CO
IT
MCA",https://goo.gl/N5oQ4w,On Campus," Android, iOS, PHP and JavaFX technology"
,26.12.18,Saffron,MBA, https://goo.gl/1UPEkY,"Pooled Campus
ITM University",-
,26.12.18,Eteam,"BE/ME
CO
IT
MCA",https://goo.gl/ENVqZG,"Pooled Campus
SAL College, Ahmedabad",-
,24.12.18,IFour Technolab,"BE/ME
CO
IT
MCA",https://goo.gl/n1oxmH,On Campus,.NET
,19.12.18,Micsrosoft,"BE/ME
CO
IT
MCA
EC
EL",https://goo.gl/k7tH1g,"Off Campus
Enggwave","Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincationing"
,18.12.18,Arth Technology,"BE/ME
CO
IT
MCA
Bsc.
MSc.
BCA",https://goo.gl/vBK8G1,On Campus,"PHP
Java Script
CSS
JQuery
Theme Integration
API Integration"
,18.12.18,Premier Loom,TT,https://goo.gl/HYjh6a,On Campus,-
,17.12.18,AMAZON INDIA,"ALL
MBA",https://goo.gl/KLqMGT,"Pooled Campus 
Marwadi University",-
,17.12.18,Magnitude Software India PVT LTD,"BE/ME
CO
IT
MCA",https://goo.gl/EnYqJC,On Campus,".Net, ASP.NET, C#, SQL Server, AJAX, HTML, JQuery, CSS, Windows Application"
,14.12.18,GRE - Further Study,ALL, https://goo.gl/LnDTKe,On Campus,-
,14.12.18,YUVA OVERSEAS,ALL,https://goo.gl/84oSJh,On Campus,-
,14.12.18,Tecocraft Infusion,"BE/ME
CO
IT
MCA
Bsc.
MSc.",https://goo.gl/NWFfvw,On Campus,"MySQL, MongoDB, SQLite, UI,IOS developer,PHP developer"
,13.12.18,Patel Solar Tech. Pvt Ltd.,BE/ME EL,https://goo.gl/sTUcmw,On Campus,-
,12.12.18,TCS- Training,ALL,https://goo.gl/mvkMBv,On Campus,-
,11.12.18,Bcube Solutions,"BE/ME
CO
IT
MCA
B.Sc.
M.Sc.
Other",https://goo.gl/Ho5aRq,On Campus,"PHP 5, MySQL, RDBMS, HTML 5, CSS 3, Jquery, AJAX, PHP MVC framework,Bootstrap 4, AngularJavaScript, Phonegap, Cordova, Android, Ionic, IOS"
,10.12.18,Advanced Software,"BE/ME
CO
IT
MCA
B.Sc.
M.Sc.
Other",https://goo.gl/dtHTSi,On Campus," HTML/CSS. JavaScript. HTML/CSS. JavaScript. frameworks. Backend technologies. Databases and web storage.. Git/GitHub. HTTP and REST.,Python JavaScript, Typescript, Django, Angular v2/4/5/6, Angular Material,REST API & WebSocket architecture"
,10.12.18,DRC Techno,"BE/ME
CO
IT
MCA
B.Sc.
M.Sc.
Other",https://goo.gl/g5A7cn,On Campus,"Web Developer, .Net developer, MySQL, MongoDB, SQLite, UI,ASP.net Developer"
,10.12.18,Maestro Intellect,MCA,https://goo.gl/jHJrnJ,On Campus," Java,UI,Android,PHP"
,07.12.18,Inspiren Infotech,"BE/ME
CO
IT
MCA
B.Sc.
M.Sc.",https://goo.gl/7TVG29,On Campus," ASP.NET MVC, SQL Server, HTML, CSS, JavaScript, and C#/VB.NET"
,07.12.18,Spectrum Solutions & Technologies Pvt. Ltd.,"BE/ME
ALL
B.Sc.
M.Sc.",https://goo.gl/QHrv1d,On Campus,"OOPs programming methods,SQL"
,06.12.18,Webzeel Services,"BE/ME
CO
IT
MCA
B.Sc.
M.Sc.",https://goo.gl/7rnzk9,On Campus,"Ajax, jQuery, and MySQL,APIs, Unix/Linux, and MVC Framework Architecture,JavaScript, CSS, and HTML. and web designer,PHP
 JavaScript
 HTML5
 CSS3
 Bootstrap
 JavaScript libraries
"
,06.12.18,Ridgeant Technologies,"
BE/ME
CO
IT
MCA",https://goo.gl/ezEs2N,"On Campus
Through GTU","1) Java Developer

2) Big Data Developer

3) Tableau Developer

4) Pentaho Developer

5) Business Intelligence

6) .Net Developer

7) Python Developer"
,06.12.18,Kahuna Systems Pvt. Ltd.,"
BE/ME
CO
IT
MCA",https://goo.gl/aMBPvX,On Campus,"Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation - Cloud & Mobile Application (On Technologies like iOS and Android app development, Angular/React App development, Java/NodeJavaScript development)"
,04.12.18,Accenture Solutions Pvt ltd,"
BE/ME
CO
IT
MCA",https://goo.gl/TvTvw3,Pooled Campus,-
,04.12.18,Acty System,"BSc (IT), MSc (IT), 
BE/ME
CO
IT
MCA",https://goo.gl/vHH3Q8,On Campus,-
,04.12.18,Wipro Ltd.,ALL,https://goo.gl/RZ7ee1,On Campus,-
,04.12.18,MITR Learning & Media Pvt. Ltd,"BE/ME
CO
IT
MCA",https://goo.gl/HpPshb,On Campus,HTML5/ JavaScript 
